V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	Q1	Q2	Q3	Q4	Q35	Q35_TEXT	Q5	Q5_TEXT	Q6	Q8	Q10	Q36	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_8	Q33_9	Q33_10	Q33_11	Q33_12	Q33_13	Q33_14	Q33_15	Q33_16	Q33_17	Q33_18	Q33_19	Q33_20	Q33_21	Q33_22	Q33_23	Q33_24	Q33_25	Q33_26	Q33_27	Q33_28	Q33_29	Q33_30	Q37	Q38	Q39	LocationLatitude	LocationLongitude	LocationAccuracy
R_6ePvQTbINdslLnL	Default Response Set	Anonymous			50.202.200.27	0	4/23/2014 10:30	4/23/2014 10:44	1	1	1	4	1	1		2		1	7		2	1	1	2	2	2	2	1	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	It has in positions where I knew I would get a negative evaluation because of the administration acting on a personal level and not a professional level.  I was let go from a position where I had received exceptional evaluations after 11 years just because of new administration who decided they preferred other people over me.	"Librarians in management/administration position need to actually learn how to do those types of jobs.  I've found in my career that most of them have little experience in that area are are simply promoted due to longevity in their career.  If they knew how to evaluate staff on their actual work and not on their personalities, then their staff might have less to fear."	"If you deserve a negative evaluation then perhaps the fear is appropriate but I think after all my years of experience I think most of it is due to inappropriate evaluations.  If people were taught how to conduct evaluations properly, then the employees would have nothing to fear.  I've seen some horror story situations where inexperienced supervisors made a mess of evaluations and it really hurt the person being evaluated for no reason.  It comes down to training the evaluator in my opinion."	34.03309631	-84.60109711	-1
R_cIwUAQQwQ0Ru2Et	Default Response Set	Anonymous			208.138.56.54	0	4/23/2014 10:46	4/23/2014 10:50	1	1	1	4	1	2		1		1	7	4	2	1	2	2	1	2	2	2	2	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	2	1	no effect	developing acceptance that most criticism is helpful to improving performance	talk to supervisor	41.5375061	-74.05120087	-1
R_1HAaN9NfDVnU6Cp	Default Response Set	Anonymous			67.159.166.226	0	4/23/2014 10:31	4/23/2014 10:52	1	1	1	3	1	3		3		1	5	8	2	1	1	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	No	The supervisors need to be sure to praise as well.		34.25210571	-118.7843018	-1
R_cZ5m2iYuxOtIWsl	Default Response Set	Anonymous			192.251.103.2	0	4/23/2014 10:34	4/23/2014 10:55	1	1	2	4	1	2		1		1	7	11	3	1	1	2	2	1	2	2	1	2	1	2	1	2	2	1	1	2	1	2	2	2	2	1	2	2	1	1	2	2	2	"I have had almost uniformly positive evaluations throughout my career, and I was still fired once and laid off once.  Positive evaluations won't necessarily save your job, unfortunately."	"Depends on whether the fear is justified.  If the workplace isn't actually giving librarians negative evaluations but the librarians are afraid anyway, the problem is with the individuals, not the workplace."	"Remember that the worst thing they can do is fire you, and if they really want you gone, they will find a way to get rid of you no matter what your evaluations have been like.  So live a life outside of work doing the things you enjoy, and keep your resume updated."	30.26420593	-93.32649994	-1
R_4Z0JiMqOHKta3aZ	Default Response Set	Anonymous			205.174.48.3	0	4/23/2014 10:48	4/23/2014 10:55	1	1												1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				33.85580444	-85.77580261	-1
R_9pq1W3XXR4YEjBP	Default Response Set	Anonymous			130.215.112.47	0	4/23/2014 10:42	4/23/2014 11:01	1	1	1	4	1	2		5	Collections assessment/developmentt	2	7	8	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	1	2	2	1	2	1	2	2	2	1	2	2	2	No	"The environment should be a s collabortaive as possible and with feedback given constantly, not only at formal evaluations"	Keep your perspective	42.28570557	-71.82920074	-1
R_djrXNMLAr8PtY0Z	Default Response Set	Anonymous			143.200.139.223	0	4/23/2014 10:51	4/23/2014 11:02	1	1	1	2	1	2		3		1	4	6	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	1	1	2	1	I am not afraid of negative evaluations because I am confident that I have met the goals outlined for me.  	Clear goals.  Quartly reviews to ensure goals are being met.  	Therapy.  Counseling.  Self Help books.  Seeking feedback from superiors on how to improve performance.  	44.52409363	-87.9056015	-1
R_eaf7UWRBGUw8ZTL	Default Response Set	Anonymous			209.193.41.50	0	4/23/2014 10:59	4/23/2014 11:04	1	1	1	4	1	1		5	Collection Development	2	6	8	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	1	2	2	1	2	2	2	no	"Ongoing and immediate feedback written and oral instead of yearly evaluations, relevent and continual training "	Take up acting as a hobby.  You'll get used to both positive and negative feedback and the applause will make your heart sing.	61.21809387	-149.9002991	-1
R_bg3Ct01FcpQ7vud	Default Response Set	Anonymous			168.156.1.178	0	4/23/2014 11:02	4/23/2014 11:06	1	1	1	6	1	2		2		1	4	4	1	1	2	2	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	"Overall, no."	"Provide mentors, continuing education, support for positives in performance, identify objectives for improvement"	Get therapy	48.79820251	-122.4098053	-1
R_bQRzRtj5RtvVsTH	Default Response Set	Anonymous			216.14.254.94	0	4/23/2014 10:59	4/23/2014 11:07	1	1	1	2	1	1		3		2	2	8	2	1	2	2	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	2	1	2	1	2	2	No - I enjoy the evaluation process and I don't believe I've ever had a negative performance evaluation.	"I have supervised library employees in the past, and I think that some people will be afraid of the evaulation process no matter what you do. "	"Relax and think of evaluations as learning opportunities, not as judgement or punishment. "	46.94020081	-113.8497009	-1
R_d6Hi5GqG2KGdynz	Default Response Set	Anonymous			24.32.205.76	0	4/23/2014 10:59	4/23/2014 11:09	1	1	1	5	1	2		3		2	3	8	2	1	2	1	2	1	1	2	2	1	1	1	2	2	2	2	1	2	1	2	2	2	1	1	1	2	1	2	2	2	1	The fear is always present. I have become immured to and expect failure.	work with employees strengths	I wish I did.	33.26370239	-96.95279694	-1
R_bfJcWIGgwCsUbIx	Default Response Set	Anonymous			66.99.115.164	0	4/23/2014 11:08	4/23/2014 11:11	1	1	1	2	1	1		3		2	2	8	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	Lack of confidence=lack of faith from superiors	"More frequent, lower-stakes evaluations"		41.85690308	-87.85520172	-1
R_5bE3OES6KX1nudv	Default Response Set	Anonymous			66.241.88.104	0	4/23/2014 11:06	4/23/2014 11:14	1	1	2	4	1	2		5	Information Literacy/Instruction	2	4	9	2	1	1	1	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	No.	Much more ongoing formative processes for assessment rather than periodic summative evaluations. Focus on more reflective practice.	Become more intentional in your everyday work and engage in reflective practices with others. 	42.15629578	-122.5298004	-1
R_d73BY8SkJwbe1zT	Default Response Set	Anonymous			132.170.87.153	0	4/23/2014 11:08	4/23/2014 11:15	1	1	2	2	1	2		2		1	3	5	2	1	2	2	1	1	2	2	1	2	1	2	2	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	no	"some ideas: have open conversations, have clear standards, etc."	"some ideas: talk to your supervisor (or folks above on the chain of command) about the problem, have conversations about the standards & expectations, possibly consider counseling if you feel the issue is internal more than external circumstances, etc."	28.56629944	-81.26080322	-1
R_3kElEbtQCc3b11r	Default Response Set	Anonymous			24.159.232.42	0	4/23/2014 11:07	4/23/2014 11:17	1	1	1	1	1	1		3		1	1	8	2	1	1	2	2	1	2	1	2	1	2	1	2	1	1	2	2	2	1	2	1	2	1	2	1	2	2	2	1	2	2	"Yes and no.  I work as a youth services librarian in a public library.  I am most worried about negative evaluations from community members regarding programs and services I offer.  Sometimes I think about how the public will react when I plan programs.  Some members of the public are willing to give very negative evaluations, which can be harsh.  Then again, you can't please everyone."	It is helpful to know that management supports my work choices and my overall judgement.	"No.  I recognize that I have a ""worrier"" type of personality.  My big question regards whether ""worriers"" are drawn to the librarian professsion."	42.8986969	-88.79910278	-1
R_abijgdGQFFhyWBT	Default Response Set	Anonymous			128.125.28.58	0	4/23/2014 11:15	4/23/2014 11:20	1	1	1	2	1	6	Academic health sciences library	3		2	2	8	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	"No, it is common to librarians so all my supervisors have been understanding. "		"well, i have an anxiety disorder, which i think colors my answers more than my professional life. I would be concerned/worried about what others thought of me regardless of my profession. I think getting some negative evaluations and realizing that the world did not end and nothing really bad happened was the only way I overcame my fear. "	33.78660583	-118.2986984	-1
R_51F0AOOiCgj8Nx3	Default Response Set	Anonymous			209.152.44.10	0	4/23/2014 11:10	4/23/2014 11:21	1	1	1	4	1	2		2		1	6	1	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	1	2	2	1	"No.  I believe in taking ""negative"" critique and turning it into opportunities to learn and improve.  I am a huge advocate of continuous improvement and feel that it is not possible to have an innovative environment if there is not space for mistakes, improvement, and organizational or professional learning."	Leadership needs to communicate clearly about the role of performance evaluations and ensure that people know that evaluations can be used to support growth and learning.  People too often tie performance evaluations with disciplinary actions.  Managers need to address personnel problems in advance of performance evaluations so they are less linked in staff's minds.  Take a look at the work of Senge and others who write about organizational learning.	"Take time to nurture yourself and to reflect honestly on your strengths and weaknesses.  No one comes into any profession fully equipped to deal with all aspects of it.  Librarianship takes place in a fast changing environment.  Keep learning, find mentors, engage in professional growth.  Breathe."	45.52340698	-122.6762009	-1
R_3a4O8QfcfG06xP7	Default Response Set	Anonymous			131.216.164.115	0	4/23/2014 11:17	4/23/2014 11:23	1	1	1	4	1	2		3		2	4	10	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	"Definitely...it's been 20 years of hell w/micromanagers & ""leaders"" telling me I'm not confident...My career is in the toilet."	"Less micromanaging & not everyone is meant to be a ""leader""...Managers in libraries need to look at individual talents among their team members & give them some positive feedback. Mentoring of younger colleagues is essential, even for those who do not want to be managers. There is too much emphasis on LEADERSHIP in academic libraries."	"No, but I'd love to read the survey results. This is a fascinating survey...."	36.08770752	-115.1484985	-1
R_esNskfvdiRvPdhH	Default Response Set	Anonymous			141.211.172.69	0	4/23/2014 11:20	4/23/2014 11:24	1	1	1	5	1	2		1		1	6	4	2	1	1	2	2	1	2	2	2	2	2	1	2	1	1	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	2	No			42.29229736	-83.71450043	-1
R_bCrMMVPK1gnxaL3	Default Response Set	Anonymous			67.136.136.82	0	4/23/2014 11:15	4/23/2014 11:27	1	1	1	2	1	1		3		2	2	8	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	No. I work in an environment that's very supportive and doesn't increase any anxieties I might have in a more competitive or harsher setting.	"More frequent, more casual evaluations (even informal) - regular feedback during the year means annual evaluations are less stressful. Also, clear expectations and feedback as soon as those expectations aren't being met. Hiring compassionate, supportive supervisors."		45.52340698	-122.6762009	-1
R_ePcCSNs4J85bISV	Default Response Set	Anonymous			149.169.165.160	0	4/23/2014 11:26	4/23/2014 11:32	1	1	1	3	1	2		5	Admin AND Public Services	1	4	4	2	1	2	2	1	1	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	"No. I am not motivated by formal evaluations, either anticipating negative ones OR seeking positive ones."	"1) Examine the fear to determine if it is rational or not (is there a history of harsh, unwarrented evaluations? 2) If there is a history - admin needs to work with managers to develop better skills and criteria for evaluations. 3) if there is no history, then the individual needs mentoring/counseling to develop more confidence."		33.41479492	-111.9093018	-1
R_0iXMeE0G5jK7KRv	Default Response Set	Anonymous			71.6.37.42	0	4/23/2014 11:35	4/23/2014 11:41	1	1	1	4	1	2		2		1	1	8		1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	1	"Fear is often a healthy mechanism for self-corrections. The few times it has become excessive, this has made me less productive."	More frequent conversations. Opportunities to talk openly about underlying values and to mutually seek ways to meet goals well.	"Write frequently about what is happening at work and how it feels. Have ""reality check"" conversations with friends from outside the workplace. Learn to trust your own sanity about what is not working."	37.33940125	-121.8950043	-1
R_6nC7e9NRRUstxcN	Default Response Set	Anonymous			143.111.84.183	0	4/23/2014 11:03	4/23/2014 11:42	1	1	1	2	1	6	hospital	3		2	1	8	2	1	2	2	2	1	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	no.		"communicate. tell your manager you're nervous; just talk about it. team building? extra training? centrally I think communication is always key - with your manager, with your colleagues. "	29.707901	-95.40100098	-1
R_5587rfxyxZ5NoyN	Default Response Set	Anonymous			192.111.112.81	0	4/23/2014 11:28	4/23/2014 11:43	1	1	2	2	3	2		3		1	2	8	4	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	1	2	1	2	2	1	1	2	2	2	"no. It is what it is. If I ever disagree with the findings of an evaluation, I am prepared to use the power of my pen to write an effective rebuttal and or pursue other grievance procedures."	"Provide copies of the evaluation at the time of hire, professional development sessions on how to document work effectiveness, frequent one on one discussions about job performance with supervisors, implement a system for librarians to evaluate supervisors and library administration, invite participation from librarians outside of the unit in the evaluation process, provide counseling in the areas of job performance that need improvement prior to evaluation, and clearly explain the steps of rebuttal if librarians disagree with the evaluation findings. "	"Keep a work journal to document effectiveness. This will increase confidence in librarian's self perceptions of work accomplishment and value. It will also help refute any negative or low scores in the evaluation process. It is very empowering to know that an evaluation is not the final word, but an ongoing two way discussion."	32.36680603	-86.30000305	-1
